ticket_id,created_date,created_datetime,store_location,device_category,issue_type,priority,resolution_minutes,repeat_visit_needed,kb_article_existed
TCK-10884,2026-01-23,2026-01-23 13:25,Parramatta,Mobile Device,Mobile device setup,Medium,21,False,True
TCK-15144,2026-01-23,2026-01-23 14:05,Chatswood,Desktop,Email / account access issue,Medium,21,False,True
TCK-12961,2026-01-23,2026-01-23 14:32,Liverpool,Desktop,Password reset / login issue,Low,14,True,True
TCK-13905,2026-01-23,2026-01-23 14:40,Bondi Junction,Laptop,Software install / update request,Medium,23,False,True
TCK-12249,2026-01-23,2026-01-23 16:05,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,32,True,False
TCK-10872,2026-01-23,2026-01-23 17:30,Castle Hill,Desktop,Email / account access issue,Low,16,True,True
TCK-14315,2026-01-23,2026-01-23 17:33,Castle Hill,Register / POS,Payment terminal error,Low,19,False,True
TCK-14919,2026-01-23,2026-01-23 17:41,Castle Hill,Mobile Device,Mobile device setup,Medium,18,False,True
TCK-12985,2026-01-23,2026-01-23 18:12,Liverpool,Desktop,Email / account access issue,Low,20,False,True
TCK-14876,2026-01-23,2026-01-23 18:24,Parramatta,Register / POS,Barcode scanner not working,Medium,13,False,True
TCK-15039,2026-01-23,2026-01-23 18:34,Parramatta,Mobile Device,Mobile device setup,Medium,18,False,True
TCK-12242,2026-01-23,2026-01-23 18:42,Liverpool,Network Equipment,Printer connectivity issue,Medium,27,True,False
TCK-10468,2026-01-23,2026-01-23 18:59,Liverpool,Register / POS,Payment terminal error,Medium,32,False,True
TCK-10229,2026-01-23,2026-01-23 20:01,Chatswood,Network Equipment,Printer connectivity issue,Medium,37,True,False
TCK-10726,2026-01-23,2026-01-23 20:03,Liverpool,Network Equipment,Printer connectivity issue,Medium,31,True,False
TCK-13411,2026-01-23,2026-01-23 20:08,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,25,False,False
TCK-10707,2026-01-23,2026-01-23 20:17,Parramatta,Register / POS,Register freezing / crashing,Medium,22,True,False
TCK-13887,2026-01-23,2026-01-23 20:26,Parramatta,Desktop,Email / account access issue,Medium,9,False,True
TCK-11765,2026-01-23,2026-01-23 20:38,Chatswood,Network Equipment,Printer connectivity issue,Medium,35,True,False
TCK-11535,2026-01-23,2026-01-23 20:44,Parramatta,Mobile Device,Mobile device setup,High,13,False,True
TCK-12719,2026-01-24,2026-01-24 08:00,Liverpool,Register / POS,Register freezing / crashing,High,55,False,False
TCK-10474,2026-01-24,2026-01-24 08:03,Chatswood,Register / POS,Barcode scanner not working,Low,5,False,True
TCK-11855,2026-01-24,2026-01-24 08:11,Bondi Junction,Register / POS,Register freezing / crashing,Medium,41,False,False
TCK-11335,2026-01-24,2026-01-24 09:06,Bondi Junction,Laptop,Software install / update request,Low,20,False,True
TCK-14993,2026-01-24,2026-01-24 09:27,Bondi Junction,Laptop,Software install / update request,Medium,16,False,True
TCK-15154,2026-01-24,2026-01-24 10:18,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,36,False,False
TCK-13464,2026-01-24,2026-01-24 10:40,Castle Hill,Laptop,Software install / update request,High,26,False,True
TCK-13548,2026-01-24,2026-01-24 10:56,Castle Hill,Desktop,Screen / hardware fault,Medium,50,False,True
TCK-10581,2026-01-24,2026-01-24 10:57,Castle Hill,Register / POS,Barcode scanner not working,Low,17,False,True
TCK-10621,2026-01-24,2026-01-24 11:09,Bondi Junction,Register / POS,Register freezing / crashing,High,51,True,False
TCK-12477,2026-01-24,2026-01-24 11:23,Liverpool,Register / POS,Barcode scanner not working,Medium,13,False,True
TCK-12845,2026-01-24,2026-01-24 11:25,Parramatta,Desktop,Password reset / login issue,Low,10,False,True
TCK-11250,2026-01-24,2026-01-24 12:13,Castle Hill,Desktop,Password reset / login issue,Medium,13,True,True
TCK-11059,2026-01-24,2026-01-24 12:29,Parramatta,Network Equipment,Wifi / network drop out,High,46,True,False
TCK-11704,2026-01-24,2026-01-24 12:52,Parramatta,Network Equipment,Printer connectivity issue,Low,27,True,False
TCK-13429,2026-01-24,2026-01-24 12:56,Liverpool,Desktop,Password reset / login issue,Low,11,False,True
TCK-13612,2026-01-24,2026-01-24 13:16,Liverpool,Desktop,Slow computer / performance issue,Low,14,False,True
TCK-14820,2026-01-24,2026-01-24 13:47,Bondi Junction,Desktop,Slow computer / performance issue,High,22,False,True
TCK-10518,2026-01-24,2026-01-24 13:59,Parramatta,Network Equipment,Wifi / network drop out,Medium,29,False,False
TCK-12173,2026-01-24,2026-01-24 15:15,Castle Hill,Register / POS,Payment terminal error,Medium,23,False,True
TCK-11057,2026-01-24,2026-01-24 15:20,Parramatta,Register / POS,Register freezing / crashing,Medium,28,False,False
TCK-12198,2026-01-24,2026-01-24 15:32,Bondi Junction,Desktop,Slow computer / performance issue,Medium,43,False,True
TCK-13644,2026-01-24,2026-01-24 15:47,Bondi Junction,Desktop,Password reset / login issue,Low,10,True,True
TCK-12456,2026-01-24,2026-01-24 15:55,Bondi Junction,Desktop,Password reset / login issue,Medium,9,False,True
TCK-13656,2026-01-24,2026-01-24 16:11,Liverpool,Network Equipment,Wifi / network drop out,Low,40,True,False
TCK-12201,2026-01-24,2026-01-24 17:23,Bondi Junction,Register / POS,Register freezing / crashing,Low,49,True,False
TCK-15189,2026-01-24,2026-01-24 17:50,Parramatta,Desktop,Password reset / login issue,High,16,True,True
TCK-13029,2026-01-24,2026-01-24 17:52,Castle Hill,Desktop,Password reset / login issue,Medium,12,False,True
TCK-14233,2026-01-24,2026-01-24 18:29,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,43,True,False
TCK-14114,2026-01-24,2026-01-24 18:43,Liverpool,Laptop,Software install / update request,Medium,28,False,True
TCK-15141,2026-01-24,2026-01-24 19:51,Castle Hill,Laptop,New starter device setup,Medium,23,False,True
TCK-11354,2026-01-24,2026-01-24 20:08,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,30,True,False
TCK-10637,2026-01-24,2026-01-24 20:35,Liverpool,Network Equipment,Printer connectivity issue,Medium,17,False,False
TCK-10478,2026-01-24,2026-01-24 20:36,Castle Hill,Network Equipment,Printer connectivity issue,Medium,35,True,False
TCK-14333,2026-01-25,2026-01-25 08:16,Liverpool,Register / POS,Register freezing / crashing,Medium,54,False,False
TCK-12892,2026-01-25,2026-01-25 08:23,Castle Hill,Desktop,Password reset / login issue,Medium,15,True,True
TCK-12758,2026-01-25,2026-01-25 08:27,Liverpool,Desktop,Slow computer / performance issue,High,33,True,True
TCK-11198,2026-01-25,2026-01-25 08:58,Castle Hill,Desktop,Screen / hardware fault,High,66,False,True
TCK-11857,2026-01-25,2026-01-25 09:16,Parramatta,Desktop,Screen / hardware fault,Medium,51,False,True
TCK-14515,2026-01-25,2026-01-25 10:04,Liverpool,Mobile Device,Mobile device setup,Medium,17,False,True
TCK-10341,2026-01-25,2026-01-25 12:12,Bondi Junction,Mobile Device,Mobile device setup,High,19,False,True
TCK-11301,2026-01-25,2026-01-25 12:53,Chatswood,Laptop,Software install / update request,High,32,False,True
TCK-12645,2026-01-25,2026-01-25 13:15,Castle Hill,Desktop,Email / account access issue,Medium,23,False,True
TCK-10362,2026-01-25,2026-01-25 13:43,Castle Hill,Network Equipment,Printer connectivity issue,Medium,25,True,False
TCK-14186,2026-01-25,2026-01-25 14:03,Liverpool,Desktop,Screen / hardware fault,Medium,63,False,True
TCK-15007,2026-01-25,2026-01-25 14:47,Castle Hill,Network Equipment,Wifi / network drop out,Low,37,False,False
TCK-12787,2026-01-25,2026-01-25 16:21,Castle Hill,Network Equipment,Wifi / network drop out,Low,32,True,False
TCK-12022,2026-01-25,2026-01-25 16:57,Chatswood,Mobile Device,Mobile device setup,Medium,26,False,True
TCK-11505,2026-01-25,2026-01-25 17:37,Bondi Junction,Register / POS,Register freezing / crashing,High,37,True,False
TCK-12515,2026-01-25,2026-01-25 18:17,Chatswood,Desktop,Password reset / login issue,Low,10,False,True
TCK-11884,2026-01-25,2026-01-25 19:37,Parramatta,Register / POS,Register freezing / crashing,High,27,False,False
TCK-14359,2026-01-25,2026-01-25 20:17,Parramatta,Network Equipment,Printer connectivity issue,Medium,38,True,False
TCK-12005,2026-01-25,2026-01-25 20:44,Chatswood,Network Equipment,Wifi / network drop out,High,38,False,False
TCK-12808,2026-01-25,2026-01-25 20:58,Castle Hill,Register / POS,Register freezing / crashing,Medium,29,False,False
TCK-13699,2026-01-26,2026-01-26 08:05,Liverpool,Network Equipment,Printer connectivity issue,Low,32,False,False
TCK-14145,2026-01-26,2026-01-26 08:42,Parramatta,Register / POS,Register freezing / crashing,Low,49,True,False
TCK-10531,2026-01-26,2026-01-26 09:07,Liverpool,Desktop,Slow computer / performance issue,Medium,42,False,True
TCK-10905,2026-01-26,2026-01-26 09:16,Parramatta,Register / POS,Register freezing / crashing,Medium,29,False,False
TCK-11590,2026-01-26,2026-01-26 09:44,Parramatta,Laptop,New starter device setup,Low,35,False,True
TCK-11839,2026-01-26,2026-01-26 11:27,Bondi Junction,Desktop,Password reset / login issue,Low,16,False,True
TCK-14265,2026-01-26,2026-01-26 11:43,Chatswood,Register / POS,Payment terminal error,Medium,22,False,True
TCK-14188,2026-01-26,2026-01-26 13:03,Chatswood,Desktop,Password reset / login issue,High,5,True,True
TCK-11748,2026-01-26,2026-01-26 13:09,Castle Hill,Network Equipment,Wifi / network drop out,Low,26,True,False
TCK-13209,2026-01-26,2026-01-26 13:19,Liverpool,Desktop,Screen / hardware fault,Low,36,True,True
TCK-14383,2026-01-26,2026-01-26 13:21,Parramatta,Desktop,Password reset / login issue,Low,10,False,True
TCK-11591,2026-01-26,2026-01-26 13:44,Liverpool,Register / POS,Barcode scanner not working,Medium,18,True,True
TCK-12904,2026-01-26,2026-01-26 15:36,Chatswood,Register / POS,Payment terminal error,High,37,True,True
TCK-10665,2026-01-26,2026-01-26 16:21,Parramatta,Register / POS,Payment terminal error,High,30,False,True
TCK-12619,2026-01-26,2026-01-26 16:50,Chatswood,Desktop,Password reset / login issue,High,9,True,True
TCK-12732,2026-01-26,2026-01-26 17:21,Parramatta,Desktop,Slow computer / performance issue,Low,34,True,True
TCK-14222,2026-01-26,2026-01-26 17:26,Liverpool,Register / POS,Payment terminal error,Medium,28,False,True
TCK-14538,2026-01-26,2026-01-26 17:55,Chatswood,Laptop,New starter device setup,Medium,48,False,True
TCK-11345,2026-01-26,2026-01-26 18:37,Chatswood,Network Equipment,Wifi / network drop out,Medium,46,False,False
TCK-10953,2026-01-26,2026-01-26 18:42,Castle Hill,Network Equipment,Printer connectivity issue,Medium,26,True,False
TCK-12106,2026-01-26,2026-01-26 18:55,Liverpool,Network Equipment,Printer connectivity issue,Medium,31,False,False
TCK-11048,2026-01-26,2026-01-26 19:05,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,33,True,False
TCK-12556,2026-01-26,2026-01-26 19:25,Chatswood,Desktop,Password reset / login issue,High,13,True,True
TCK-14722,2026-01-26,2026-01-26 19:28,Chatswood,Desktop,Slow computer / performance issue,High,47,False,True
TCK-12514,2026-01-26,2026-01-26 19:42,Castle Hill,Desktop,Slow computer / performance issue,Medium,20,True,True
TCK-10456,2026-01-26,2026-01-26 19:58,Liverpool,Network Equipment,Printer connectivity issue,High,23,True,False
TCK-10164,2026-01-27,2026-01-27 08:35,Liverpool,Desktop,Password reset / login issue,High,15,True,True
TCK-10766,2026-01-27,2026-01-27 08:35,Parramatta,Desktop,Screen / hardware fault,Low,80,False,True
TCK-11240,2026-01-27,2026-01-27 09:30,Bondi Junction,Network Equipment,Printer connectivity issue,High,48,False,False
TCK-14324,2026-01-27,2026-01-27 09:34,Chatswood,Network Equipment,Wifi / network drop out,Low,20,True,False
TCK-10297,2026-01-27,2026-01-27 09:41,Castle Hill,Network Equipment,Wifi / network drop out,Low,19,False,False
TCK-10191,2026-01-27,2026-01-27 10:03,Parramatta,Register / POS,Register freezing / crashing,Low,49,True,False
TCK-11849,2026-01-27,2026-01-27 10:27,Bondi Junction,Desktop,Slow computer / performance issue,Medium,22,False,True
TCK-10897,2026-01-27,2026-01-27 11:51,Chatswood,Register / POS,Register freezing / crashing,Medium,32,True,False
TCK-12166,2026-01-27,2026-01-27 12:00,Chatswood,Network Equipment,Printer connectivity issue,Low,26,True,False
TCK-15014,2026-01-27,2026-01-27 12:44,Parramatta,Desktop,Slow computer / performance issue,Medium,22,False,True
TCK-14825,2026-01-27,2026-01-27 13:59,Chatswood,Desktop,Password reset / login issue,High,9,False,True
TCK-10288,2026-01-27,2026-01-27 14:03,Liverpool,Desktop,Email / account access issue,Low,16,False,True
TCK-13725,2026-01-27,2026-01-27 14:52,Castle Hill,Register / POS,Barcode scanner not working,Low,8,False,True
TCK-14826,2026-01-27,2026-01-27 15:28,Chatswood,Register / POS,Register freezing / crashing,Medium,40,True,False
TCK-12410,2026-01-27,2026-01-27 15:35,Bondi Junction,Network Equipment,Wifi / network drop out,Low,28,True,False
TCK-11200,2026-01-27,2026-01-27 16:25,Bondi Junction,Register / POS,Payment terminal error,Low,25,True,True
TCK-12710,2026-01-27,2026-01-27 16:26,Bondi Junction,Desktop,Slow computer / performance issue,High,21,False,True
TCK-14267,2026-01-27,2026-01-27 16:41,Parramatta,Desktop,Screen / hardware fault,Medium,27,False,True
TCK-15088,2026-01-27,2026-01-27 17:33,Parramatta,Desktop,Password reset / login issue,Low,12,False,True
TCK-10477,2026-01-27,2026-01-27 17:35,Chatswood,Laptop,New starter device setup,Low,33,False,True
TCK-14218,2026-01-27,2026-01-27 17:50,Bondi Junction,Desktop,Slow computer / performance issue,Low,42,False,True
TCK-13207,2026-01-27,2026-01-27 17:54,Castle Hill,Desktop,Screen / hardware fault,Medium,50,True,True
TCK-10336,2026-01-27,2026-01-27 18:16,Parramatta,Laptop,New starter device setup,High,50,False,True
TCK-13120,2026-01-27,2026-01-27 18:24,Castle Hill,Register / POS,Barcode scanner not working,Low,7,False,True
TCK-11442,2026-01-27,2026-01-27 18:35,Liverpool,Desktop,Password reset / login issue,High,9,False,True
TCK-10742,2026-01-27,2026-01-27 18:46,Bondi Junction,Desktop,Password reset / login issue,Medium,10,False,True
TCK-10867,2026-01-27,2026-01-27 19:13,Castle Hill,Register / POS,Payment terminal error,Low,23,False,True
TCK-10467,2026-01-27,2026-01-27 20:36,Chatswood,Desktop,Slow computer / performance issue,Low,29,True,True
TCK-12055,2026-01-27,2026-01-27 20:43,Chatswood,Register / POS,Barcode scanner not working,Low,20,False,True
TCK-13698,2026-01-27,2026-01-27 20:48,Castle Hill,Register / POS,Register freezing / crashing,Medium,41,True,False
TCK-13062,2026-01-28,2026-01-28 10:57,Liverpool,Register / POS,Payment terminal error,Medium,18,True,True
TCK-14739,2026-01-28,2026-01-28 11:55,Bondi Junction,Desktop,Screen / hardware fault,High,56,False,True
TCK-10711,2026-01-28,2026-01-28 12:10,Castle Hill,Register / POS,Register freezing / crashing,Medium,53,True,False
TCK-12982,2026-01-28,2026-01-28 12:10,Chatswood,Laptop,Software install / update request,High,25,False,True
TCK-11156,2026-01-28,2026-01-28 12:14,Chatswood,Laptop,New starter device setup,Medium,13,False,True
TCK-11032,2026-01-28,2026-01-28 12:49,Castle Hill,Register / POS,Register freezing / crashing,Medium,33,True,False
TCK-14499,2026-01-28,2026-01-28 13:08,Chatswood,Desktop,Slow computer / performance issue,Low,29,False,True
TCK-13689,2026-01-28,2026-01-28 13:27,Bondi Junction,Laptop,New starter device setup,Low,48,False,True
TCK-14950,2026-01-28,2026-01-28 14:11,Chatswood,Network Equipment,Wifi / network drop out,Medium,28,True,False
TCK-13599,2026-01-28,2026-01-28 14:12,Parramatta,Desktop,Slow computer / performance issue,Medium,28,False,True
TCK-15197,2026-01-28,2026-01-28 14:56,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,27,True,False
TCK-12761,2026-01-28,2026-01-28 15:23,Liverpool,Network Equipment,Wifi / network drop out,Medium,30,True,False
TCK-12160,2026-01-28,2026-01-28 15:26,Castle Hill,Desktop,Email / account access issue,Medium,10,True,True
TCK-14398,2026-01-28,2026-01-28 15:56,Bondi Junction,Desktop,Password reset / login issue,High,11,False,True
TCK-14130,2026-01-28,2026-01-28 16:11,Parramatta,Network Equipment,Wifi / network drop out,High,41,True,False
TCK-12851,2026-01-28,2026-01-28 16:39,Castle Hill,Desktop,Screen / hardware fault,Low,36,True,True
TCK-14040,2026-01-28,2026-01-28 17:10,Liverpool,Network Equipment,Wifi / network drop out,Medium,29,True,False
TCK-12811,2026-01-28,2026-01-28 17:13,Parramatta,Network Equipment,Wifi / network drop out,Low,51,False,False
TCK-13436,2026-01-28,2026-01-28 18:34,Chatswood,Network Equipment,Wifi / network drop out,Medium,35,True,False
TCK-11901,2026-01-28,2026-01-28 18:50,Castle Hill,Laptop,Software install / update request,Medium,19,False,True
TCK-15193,2026-01-28,2026-01-28 19:29,Chatswood,Network Equipment,Printer connectivity issue,Low,25,True,False
TCK-14172,2026-01-28,2026-01-28 20:05,Castle Hill,Network Equipment,Printer connectivity issue,Low,44,True,False
TCK-14433,2026-01-29,2026-01-29 08:17,Chatswood,Register / POS,Barcode scanner not working,Low,11,False,True
TCK-10734,2026-01-29,2026-01-29 08:18,Castle Hill,Desktop,Email / account access issue,Medium,16,False,True
TCK-14857,2026-01-29,2026-01-29 08:20,Liverpool,Desktop,Slow computer / performance issue,High,28,False,True
TCK-13640,2026-01-29,2026-01-29 09:02,Parramatta,Desktop,Password reset / login issue,Medium,12,False,True
TCK-13489,2026-01-29,2026-01-29 09:22,Parramatta,Register / POS,Register freezing / crashing,Low,25,False,False
TCK-14347,2026-01-29,2026-01-29 09:43,Liverpool,Register / POS,Register freezing / crashing,Low,51,False,False
TCK-13944,2026-01-29,2026-01-29 10:31,Bondi Junction,Mobile Device,Mobile device setup,Low,21,False,True
TCK-15170,2026-01-29,2026-01-29 10:54,Castle Hill,Desktop,Slow computer / performance issue,Low,37,False,True
TCK-12996,2026-01-29,2026-01-29 11:09,Parramatta,Network Equipment,Printer connectivity issue,Medium,28,True,False
TCK-11960,2026-01-29,2026-01-29 11:14,Chatswood,Network Equipment,Wifi / network drop out,Medium,21,True,False
TCK-10509,2026-01-29,2026-01-29 11:23,Bondi Junction,Register / POS,Barcode scanner not working,Medium,21,False,True
TCK-10300,2026-01-29,2026-01-29 11:29,Chatswood,Desktop,Screen / hardware fault,Low,31,False,True
TCK-14513,2026-01-29,2026-01-29 11:42,Liverpool,Register / POS,Payment terminal error,Medium,26,False,True
